transaction_id,datum,store,province,kategorie,bedrag,quantity,customer_id,payment_method
TXN-002865,23/03/2024,Gateway,kwazulu natal,Home & Living,1393.44,1,CUST-00070,Mobile Money
TXN-002866,01-12-2024,V&A waterfront,W. Cape,Food,R379.52,4,CUST-01363,EFT
TXN-002867,2024-09-02,mall of the north,LP,Sports & Outdoors,2052.40,1,CUST-00019,Cash
TXN-002868,2024-10-02,gateway umhlanga,KwaZulu Natal,Elec.,R 1 274.63,1,CUST-00021,EFT
TXN-002869,24 Feb 2024,Gateway Umhlanga,kwazulu natal,BEAUTY,R921.41,1,CUST-00184,Mobile Money
TXN-002870,12 Jun 2024,online,Limpopo Province,Elec.,R9678.08,2,CUST-00678,EFT
TXN-002871,14 Jun 2024,ONLINE,GAUTENG,Tech,R891.98,1,CUST-01710,Mobile Money
TXN-002872,03-15-2024,gateway umhlanga,KwaZulu-Natal,BEAUTY,R1247.23,1,CUST-00284,Mobile Money
TXN-002873,02/04/2024,Online Store,E. Cape,Home & Living,6212.33,2,,Mobile Money
TXN-002874,05/11/2024,gateway umhlanga,KwaZulu Natal,ELECTRONICS,(R1892.49),1,CUST-01972,EFT
TXN-002875,2024-09-30,Canal Walk Mall,Western Cape,Home,R1173.77,2,,Cash
TXN-002876,07 Aug 2024,V and A Waterfront,Western cape,Food,R62.86,1,CUST-01932,EFT
TXN-002877,16 Jul 2024,Canal Walk Mall,western cape,ELECTRONICS,11133.64,2,CUST-00191,Card
TXN-002878,07-01-2024,,limpopo,Sports,1845.45,1,CUST-00173,Card
TXN-002879,07-09-2024,Canal Walk Mall,WC,Food and Beverage,R73.91,1,CUST-00317,Cash
TXN-002880,2024-06-24,baywest mall,,Home and Living,R6715.15,2,CUST-00066,Card
TXN-002881,06 Dec 2024,Canal Walk,W. Cape,ELECTRONICS,R1378,1,CUST-00174,Card
TXN-002882,2024-05-02,Canal walk,,Home and Living,R6389.74,1,CUST-01925,Cash
TXN-002883,31/05/2024,canal walk,WC,Sports,"R 4,014.58",3,CUST-01142,EFT
TXN-002884,2024-03-04,Sandton City,GP,BEAUTY,R727,1,CUST-00078,Card
TXN-002885,04-16-2024,Canal Walk Mall,Western Cape,SPORTS,"R 1,324.01",1,CUST-00328,Card
TXN-002886,2024-09-25,Eastgate,Gauteng,Apparel,R2829.13,2,CUST-01980,Mobile Money
TXN-002887,2024-02-13,Bay West Mall,eastern cape,beauty,R310.14,2,CUST-00147,EFT
TXN-002888,24/02/2024,eastgate,gauteng,Cosmetics,R1110.18,1,CUST-00020,Cash
TXN-002889,05-16-2024,Gateway Mall Umhlanga,KwaZulu-Natal,Home & Living,R3042,2,CUST-01341,Cash
TXN-002890,28 May 2024,Baywest Mall,Eastern Cape,home & living,"R 2,323.90",4,CUST-00073,Cash
TXN-002891,28/04/2024,Gateway,Kwazulu-Natal,Clothing,"R 2,651.32",5,CUST-00306,Cash
TXN-002892,2024-04-13,menlyn park,GP,Beauty,74.56,2,CUST-00701,EFT
TXN-002893,2024-12-04,Mall of the North,LP,clothing,R2260.72,1,CUST-00131,Mobile Money
TXN-002894,2024-09-06,,EC,ELECTRONICS,R7285.00,2,CUST-01394,Card
TXN-002895,06/04/2024,Canal Walk,Western Cape,Beauty & Health,R773.94,1,CUST-01447,Cash
TXN-002896,04 Jun 2024,eastgate,Gauteng Province,Elec.,R 10 950.45,1,CUST-00219,Cash
TXN-002897,2024-01-01,Menlyn Park Mall,Gauteng,Cosmetics,1073.48,3,CUST-00726,EFT
TXN-002898,21 Jan 2024,Eastgate,GAUTENG,clothing,R1768.77,1,CUST-01500,Cash
TXN-002899,12-25-2024,Online,W. Cape,Food & Beverage,R 786.94,1,CUST-00695,Card
TXN-002900,11 Mar 2024,,KZN,SPORTS,R3193.33,2,CUST-01030,Mobile Money
TXN-002901,06-14-2024,Gateway,,Electronics,"R 8,119.21",2,,Card
TXN-002902,01 Nov 2024,canal walk,Western cape,beauty,R712.05,1,CUST-00151,Card
TXN-002903,2024-09-04,,gauteng,Food & Beverage,167.86,2,CUST-00192,Card
TXN-002904,07-03-2024,,Limpopo,Apparel,2648.66,1,CUST-00322,Mobile Money
TXN-002905,10/08/2024,canal walk,Western cape,electronics,R8867.18,1,CUST-01518,Mobile Money
TXN-002906,2024-12-05,,Limpopo,F&B,"R 1,107.74",1,CUST-00324,EFT
TXN-002907,23 Mar 2024,Menlyn Park,Gauteng,Home & Living,R2553,1,CUST-01702,Cash
TXN-002908,09-21-2024,Menlyn Park,GAUTENG,Elec.,R3488,2,CUST-00552,EFT
TXN-002909,09/12/2024,,Eastern Cape,electronics,"R 20,378.12",3,CUST-01729,Mobile Money
TXN-002910,12/02/2024,menlyn park,,H&L,R3978.55,2,CUST-01903,Mobile Money
TXN-002911,18 Dec 2024,Mall of the North,,Clothes,"R 4,749.01",3,CUST-00968,Mobile Money
TXN-002912,28/08/2024,VA Waterfront,Western cape,Food & Beverage,417.70,1,CUST-00053,EFT
TXN-002913,2024-12-21,canal walk,western cape,home & living,"R 1,113.69",3,CUST-00284,Card
TXN-002914,01/12/2024,,GAUTENG,Beauty,"R 2,330.80",3,CUST-01269,Card
TXN-002915,24 Apr 2024,V&A Waterfront,W. Cape,Food & Beverage,115.10,2,CUST-00186,Cash
TXN-002916,10/09/2024,Canal walk,Western cape,Home and Living,R5247.42,1,CUST-00483,EFT
TXN-002917,01-29-2024,Sandton City,Gauteng Province,Clothes,1308.13,1,CUST-00073,Mobile Money
TXN-002918,2024-03-05,,,BEAUTY,R219.02,1,CUST-00631,Mobile Money
TXN-002919,17/08/2024,gateway umhlanga,Kwazulu-Natal,Beauty & Health,639.66,1,CUST-01419,Mobile Money
TXN-002920,17 Aug 2024,Bay West Mall,EC,Home & Living,R 5 693.43,1,CUST-00695,EFT
TXN-002921,03/01/2024,V&A Waterfront,W. Cape,Clothes,R746.60,4,CUST-01209,EFT
TXN-002922,29/04/2024,SANDTON CITY,Gauteng Province,Cosmetics,R 231.03,1,CUST-00123,Mobile Money
TXN-002923,15/12/2024,Menlyn Park Mall,GAUTENG,clothing,-R1685.04,5,CUST-01862,Mobile Money
TXN-002924,06-23-2024,,WC,home & living,R971.78,2,CUST-00012,Card
TXN-002925,2024-11-03,Menlyn,Gauteng,Home and Living,R4268.28,1,CUST-01222,Card
TXN-002926,09-04-2024,East Gate,GP,clothing,R 1 953.16,3,CUST-01961,Cash
TXN-002927,31/01/2024,online,KwaZulu Natal,Sports & Outdoors,R 3 397.63,1,CUST-01395,Card
TXN-002928,28 Sep 2024,,KwaZulu Natal,electronics,(R1938.82),1,CUST-00072,Card
TXN-002929,10/09/2024,Canal walk,Western Cape,Beauty,1534.28,2,CUST-00095,EFT
TXN-002930,12-08-2024,Baywest,E. Cape,Sports,R5359.94,1,CUST-01498,EFT
TXN-002931,02-19-2024,canal walk,western cape,Food & Beverage,R77.67,2,CUST-01197,EFT
TXN-002932,2024-11-28,Menlyn Park,gauteng,F&B,181.27,1,CUST-01668,EFT
TXN-002933,2024-11-22,Eastgate,gauteng,CLOTHING,R 3 114.62,1,CUST-00090,EFT
TXN-002934,01/10/2024,Web,W. Cape,Sports & Outdoors,R 3 646.81,1,CUST-00155,Card
TXN-002935,12 Mar 2024,Menlyn,Gauteng Province,Beauty & Health,"R 1,291.00",3,CUST-00735,EFT
TXN-002936,01-25-2024,Canal walk,WC,Cosmetics,R 864.76,2,CUST-00408,Mobile Money
TXN-002937,08-31-2024,ONLINE,eastern cape,Clothes,(R1544.09),1,CUST-00668,EFT
TXN-002938,11-25-2024,Web,Western cape,CLOTHING,1370.71,1,CUST-00228,Card
TXN-002939,18 Aug 2024,eastgate,Gauteng,Sports,468.16,3,CUST-00485,Card
TXN-002940,08-25-2024,Menlyn,Gauteng Province,home & living,-R771.31,3,CUST-00025,Card
TXN-002941,30/08/2024,MOTN,limpopo,Food & Beverage,R562,2,CUST-01965,Mobile Money
TXN-002942,05-01-2024,Menlyn Park,GP,ELECTRONICS,"R 5,258.66",1,CUST-01901,Card
TXN-002943,2024-09-16,sandton city,GP,Food,R 68.37,1,CUST-00091,Cash
TXN-002944,2024-07-04,,Limpopo Province,ELECTRONICS,R539.01,1,CUST-00048,Card
TXN-002945,02-27-2024,V&A waterfront,western cape,electronics,R9151.59,1,CUST-00250,Mobile Money
TXN-002946,2024-09-10,V&A waterfront,W. Cape,Clothing,R3056,2,CUST-01665,EFT
TXN-002947,22/01/2024,V&A,Western Cape,H&L,3173.74,1,CUST-01128,Card
TXN-002948,03-01-2024,Baywest,E. Cape,Electronics,R-1371.12,2,CUST-01797,Card
TXN-002949,01-18-2024,baywest mall,E. Cape,Beauty & Health,R1104.21,1,CUST-00911,Cash
TXN-002950,2024-06-12,,Kwazulu-Natal,BEAUTY,R1161.59,1,CUST-01478,Mobile Money
TXN-002951,06-30-2024,,E. Cape,BEAUTY,R736.58,1,CUST-00156,Mobile Money
TXN-002952,2024-10-04,Sandton City,GAUTENG,Elec.,R 6 387.66,2,CUST-01051,EFT
TXN-002953,2024-07-28,East Gate,Gauteng,Beauty,R 100.33,1,CUST-01594,Card
TXN-002954,10-18-2024,ONLINE,Western cape,Clothes,"R 2,073.45",1,CUST-00104,Mobile Money
TXN-002955,27/09/2024,V&A waterfront,western cape,home & living,"R 5,606.72",3,CUST-00092,Card
TXN-002956,2024-12-23,Sandton City Mall,gauteng,Elec.,13850.63,1,CUST-01450,Cash
TXN-002957,05 Sep 2024,Mall of the North,Limpopo Province,Clothing,1742.53,2,CUST-01274,EFT
TXN-002958,2024-03-05,Sandton city,Gauteng,Home and Living,"R 4,050.57",1,CUST-00210,Mobile Money
TXN-002959,2024-01-07,Canal Walk Mall,Western Cape,electronics,R10307,1,CUST-01043,Cash
TXN-002960,05-27-2024,SANDTON CITY,Gauteng,CLOTHING,(R482.64),4,CUST-00638,EFT
TXN-002961,06/10/2024,Menlyn,gauteng,H&L,R4342.14,2,CUST-00107,Mobile Money
TXN-002962,31/05/2024,East Gate,Gauteng,Beauty,R421.04,1,CUST-00067,Card
TXN-002963,21/02/2024,V&A waterfront,Western Cape,Beauty,(R1721.62),2,CUST-00191,EFT
TXN-002964,2024-04-14,Sandton city,Gauteng,Cosmetics,R 724.18,3,CUST-00037,Mobile Money
TXN-002965,10-07-2024,Eastgate,GP,Home & Living,R6221,4,CUST-01658,Mobile Money
TXN-002966,08-08-2024,canal walk,WC,sports,R1837.57,1,CUST-00195,EFT
TXN-002967,17 Oct 2024,,Western Cape,Home & Living,909.90,1,CUST-01941,Card
TXN-002968,03/08/2024,online,Eastern Cape,SPORTS,R4312.15,2,CUST-01865,Mobile Money
TXN-002969,10/03/2024,gateway umhlanga,KwaZulu Natal,Clothes,R-8389.38,1,CUST-00451,Cash
TXN-002970,08/11/2024,,WC,Tech,R13526.25,2,CUST-01305,EFT
TXN-002971,10/05/2024,Bay West Mall,EC,Tech,R5601.87,1,CUST-00921,Cash
TXN-002972,2024-05-21,Gateway Umhlanga,Kwazulu-Natal,Beauty,R742.02,1,CUST-01000,Mobile Money
TXN-002973,2024-03-07,Sandton City Mall,Gauteng Province,Food,R417.19,1,CUST-01099,Cash
TXN-002974,07-05-2024,online,,Food,499.80,1,CUST-00100,Card
TXN-002975,2024-02-08,Canal Walk,W. Cape,ELECTRONICS,R8838.66,2,CUST-00063,EFT
TXN-002976,06-28-2024,eastgate,Gauteng,F&B,R 465.04,4,CUST-00319,EFT
TXN-002977,2024-02-12,Web,Eastern Cape,Home & Living,"R 5,354.76",1,CUST-00673,Mobile Money
TXN-002978,2024-02-26,Menlyn Park Mall,gauteng,Home,R4031.44,1,CUST-00164,EFT
TXN-002979,05 Nov 2024,eastgate,gauteng,Clothes,"R 1,061.63",3,CUST-00507,Cash
TXN-002980,11-13-2024,Mall of the North,Limpopo,Elec.,"R 5,677.01",1,CUST-01251,Mobile Money
TXN-002981,14/01/2024,Eastgate Mall,GAUTENG,Clothes,R930,1,CUST-00105,Cash
TXN-002982,08 Jul 2024,canal walk,Western Cape,Electronics,R8902.92,1,CUST-00142,EFT
TXN-002983,2024-12-28,MOTN,LP,Sports,5747.99,2,CUST-01158,Card
TXN-002984,08-17-2024,Sandton City,GAUTENG,Beauty & Health,R642.23,1,CUST-01762,Cash
TXN-002985,27/02/2024,Canal Walk,Western Cape,Tech,R6677,3,CUST-00738,Cash
TXN-002986,2024-10-09,Canal Walk Mall,Western Cape,Home and Living,R 5 039.49,1,CUST-01919,Cash
TXN-002987,23/10/2024,,Western Cape,home & living,6161.84,1,CUST-00029,Card
TXN-002988,08/12/2024,Baywest Mall,EC,Home,R4123.91,1,CUST-00889,Card
TXN-002989,10-25-2024,Baywest,E. Cape,Food,R 715.10,1,CUST-00023,Cash
TXN-002990,16/11/2024,Eastgate,GAUTENG,Clothing,2068.86,1,CUST-01689,EFT
TXN-002991,11/06/2024,Sandton city,GAUTENG,Beauty,"R 1,638.83",2,CUST-00038,Card
TXN-002992,02 Dec 2024,gateway umhlanga,kwazulu natal,Beauty,R 2 747.14,1,CUST-00686,Card
TXN-002993,20/07/2024,Gateway Mall Umhlanga,KwaZulu-Natal,H&L,"R 4,071.19",1,CUST-00690,Cash
TXN-002994,18 Aug 2024,Eastgate Mall,Gauteng,BEAUTY,R1267.55,3,CUST-01866,Card
TXN-002995,10-13-2024,Menlyn Park Mall,Gauteng,Electronics,-R2934.96,3,CUST-00183,Card
TXN-002996,08-21-2024,Eastgate Mall,GP,Clothes,"R 1,336.32",1,CUST-00094,Cash
TXN-002997,25/02/2024,Canal Walk,W. Cape,Clothing,"R 2,765.96",2,CUST-01849,Card
TXN-002998,08-17-2024,,eastern cape,Clothing,"R 1,834.63",1,CUST-00738,Mobile Money
TXN-002999,16 Feb 2024,Gateway Umhlanga,KwaZulu-Natal,Cosmetics,R148.66,1,CUST-01140,Card
TXN-003000,23/10/2024,Menlyn,GAUTENG,Clothes,R1788,4,CUST-00301,Cash
TXN-003001,05-23-2024,East Gate,GAUTENG,sports,R2036,2,CUST-01701,EFT
TXN-003002,2024-07-31,Bay West Mall,eastern cape,Food and Beverage,R548.73,2,CUST-01346,Cash
TXN-003003,10-27-2024,V&A,WC,F&B,R340.98,2,CUST-00183,EFT
TXN-003004,11-14-2024,Online,LP,sports,R714,1,CUST-00571,EFT
TXN-003005,06-11-2024,Menlyn Park,Gauteng,Food,R694.54,1,CUST-01675,EFT
TXN-003006,30 Jan 2024,menlyn park,GAUTENG,electronics,R1903.77,1,CUST-00065,EFT
TXN-003007,2024-09-19,,Eastern Cape,clothing,R1325,1,CUST-00533,Card
TXN-003008,2024-11-17,Baywest Mall,E. Cape,food & beverage,R251.75,1,CUST-00484,EFT
TXN-003009,02-13-2024,eastgate,Gauteng Province,BEAUTY,"R 1,248.11",1,CUST-00422,Mobile Money
TXN-003010,12-28-2024,,limpopo,Electronics,"R 9,558.67",1,CUST-00196,Card
TXN-003011,2024-03-09,eastgate,GAUTENG,Apparel,R819.80,5,CUST-00156,EFT
TXN-003012,31/03/2024,Web,gauteng,beauty,1339.22,2,CUST-00040,Card
TXN-003013,07-08-2024,V&A Waterfront,Western Cape,BEAUTY,R1837.76,1,CUST-00507,Cash
TXN-003014,03/09/2024,Sandton City,gauteng,Home and Living,5425.58,2,CUST-01751,EFT
TXN-003015,24/07/2024,sandton city,Gauteng Province,F&B,R671.12,2,CUST-00087,Cash
TXN-003016,2024-08-07,Online,Eastern Cape,SPORTS,"R 1,351.79",2,CUST-00591,Card
TXN-003017,09/10/2024,Canal walk,W. Cape,Electronics,R-1623.85,2,CUST-00456,Mobile Money
TXN-003018,20 May 2024,Eastgate,GAUTENG,clothing,R2632,3,CUST-00384,Mobile Money
TXN-003019,08-24-2024,Sandton City,GAUTENG,electronics,"R 1,708.28",1,CUST-00365,Cash
TXN-003020,14 Jan 2024,SANDTON CITY,Gauteng,sports,R176.72,3,CUST-00154,Mobile Money
TXN-003021,11 Jul 2024,baywest mall,eastern cape,CLOTHING,R1560.88,3,CUST-01855,EFT
TXN-003022,2024-08-01,canal walk,western cape,BEAUTY,R 691.92,2,CUST-00446,Card
TXN-003023,05 Dec 2024,Online Store,KwaZulu-Natal,Sport,"R 3,071.19",2,CUST-01550,EFT
TXN-003024,08-08-2024,Baywest Mall,eastern cape,Elec.,R1436.73,2,CUST-00797,Mobile Money
TXN-003025,2024-12-24,,limpopo,CLOTHING,"R 1,345.33",1,CUST-00343,Mobile Money
TXN-003026,25/11/2024,Sandton City,GP,sports,R342.37,1,CUST-00810,Mobile Money
TXN-003027,05/06/2024,Gateway Mall Umhlanga,KZN,Home & Living,(R553.97),1,CUST-00885,Mobile Money
TXN-003028,07-22-2024,Web,,Food & Beverage,R737,2,CUST-00023,Mobile Money
TXN-003029,2024-12-25,Online Store,Eastern Cape,beauty,R1536,1,CUST-00053,Card
TXN-003030,26 Dec 2024,VA Waterfront,W. Cape,Elec.,"R 6,266.09",1,CUST-00222,EFT
TXN-003031,26 Apr 2024,eastgate,GP,Home,R6414.04,1,CUST-00530,Mobile Money
TXN-003032,2024-08-19,Web,LP,SPORTS,2885.39,4,CUST-00466,Card
TXN-003033,2024-09-18,mall of the north,LP,F&B,R 742.82,4,CUST-01869,Mobile Money
TXN-003034,06-22-2024,,Western cape,sports,"R 1,857.62",1,CUST-00810,Mobile Money
TXN-003035,07-22-2024,Sandton City Mall,Gauteng,Apparel,R3066.51,1,CUST-00175,Card
TXN-003036,26/03/2024,Menlyn,,Elec.,"R 10,480.25",1,CUST-00775,Cash
TXN-003037,19/09/2024,Mall of the North,LP,Beauty,R1570.82,3,CUST-01730,EFT
TXN-003038,20/06/2024,ONLINE,Western Cape,Apparel,R273,1,CUST-00102,Mobile Money
TXN-003039,28 Apr 2024,baywest mall,E. Cape,Tech,"R 6,425.62",3,CUST-00202,Card
TXN-003040,25/01/2024,Canal walk,western cape,Clothes,R2170.81,1,CUST-00151,EFT
TXN-003041,30/10/2024,Online,eastern cape,Home,R6800,1,CUST-01540,Card
TXN-003042,06/03/2024,,KZN,Beauty & Health,R548,1,CUST-00157,Mobile Money
TXN-003043,05/08/2024,,Western cape,Home,R1342.39,2,CUST-00814,Mobile Money
TXN-003044,2024-05-01,,Gauteng Province,Food and Beverage,483.32,2,CUST-00313,Mobile Money
TXN-003045,2024-04-04,,Gauteng,food & beverage,R 673.78,3,,EFT
TXN-003046,19 Nov 2024,,GP,Food & Beverage,R808.89,1,CUST-00614,Mobile Money
TXN-003047,04-11-2024,,EC,BEAUTY,R633.01,1,CUST-01250,Card
TXN-003048,2024-09-26,Gateway Mall Umhlanga,KwaZulu-Natal,Sport,R 2 886.64,1,CUST-00084,Card
TXN-003049,2024-12-10,V&A Waterfront,W. Cape,Food & Beverage,-R2095.52,4,CUST-01794,Mobile Money
TXN-003050,05 Jul 2024,Gateway Mall Umhlanga,kwazulu natal,Tech,"R 12,029.85",2,CUST-01364,Mobile Money
TXN-003051,2024-05-16,,GAUTENG,Home,R4393.40,3,CUST-00981,Mobile Money
TXN-003052,2024-11-25,Gateway Mall Umhlanga,Kwazulu-Natal,food & beverage,-R4157.79,3,CUST-00158,Mobile Money
TXN-003053,02-07-2024,Gateway Umhlanga,Kwazulu-Natal,Beauty & Health,-R769.86,1,CUST-00191,Card
TXN-003054,07-15-2024,Bay West Mall,E. Cape,beauty,R555.20,2,CUST-01677,Mobile Money
TXN-003055,2024-03-08,,LP,Elec.,"R 14,663.39",1,CUST-00054,EFT
TXN-003056,04/10/2024,V&A,WC,Apparel,R3070.74,1,,Cash
TXN-003057,16/06/2024,Gateway Mall Umhlanga,KwaZulu-Natal,electronics,11889.83,2,CUST-00005,Card
TXN-003058,06/08/2024,MOTN,Limpopo,Food and Beverage,R411.36,1,CUST-01593,Mobile Money
TXN-003059,2024-01-11,,E. Cape,clothing,3315.08,1,CUST-00498,EFT
TXN-003060,2024-01-18,sandton city,gauteng,SPORTS,2623.80,2,CUST-00219,Card
TXN-003061,21/11/2024,gateway umhlanga,KwaZulu Natal,Electronics,R14908,1,CUST-01207,EFT
TXN-003062,07/09/2024,V&A,western cape,Tech,"R 7,237.20",1,CUST-00146,Cash
TXN-003063,2024-04-15,Baywest Mall,E. Cape,Elec.,R 11 484.16,1,CUST-00144,EFT
TXN-003064,23/06/2024,Online Store,gauteng,CLOTHING,R334.14,4,CUST-00016,EFT
TXN-003065,12 Aug 2024,MOTN,Limpopo Province,Sports,3585.84,1,CUST-01850,EFT
TXN-003066,07-01-2024,V&A waterfront,W. Cape,Sports,"R 4,405.53",1,CUST-00227,Card
TXN-003067,07-10-2024,Canal walk,Western Cape,BEAUTY,R 1 764.17,1,CUST-00090,Mobile Money
TXN-003068,2024-08-03,gateway umhlanga,KwaZulu Natal,Home & Living,R3084.57,2,CUST-00133,EFT
TXN-003069,15/12/2024,Canal Walk,WC,Home and Living,"R 3,926.51",1,,Mobile Money
TXN-003070,2024-08-20,Eastgate,gauteng,Home,"R 2,587.28",3,CUST-00074,Card
TXN-003071,2024-08-21,East Gate,gauteng,Beauty & Health,"R 1,282.53",2,CUST-00206,Card
TXN-003072,26 Apr 2024,Canal Walk Mall,western cape,food & beverage,R 705.39,1,,Card
TXN-003073,01-18-2024,Gateway,KwaZulu Natal,H&L,"R 1,826.40",3,CUST-00547,Mobile Money
TXN-003074,29/08/2024,baywest mall,E. Cape,Food & Beverage,R554.31,1,CUST-00042,Mobile Money
TXN-003075,2024-07-26,canal walk,Western Cape,Food & Beverage,R555,3,CUST-00694,Cash
TXN-003076,2024-12-01,Gateway Umhlanga,,Apparel,"R 4,309.27",1,CUST-00532,Mobile Money
TXN-003077,2024-09-21,menlyn park,,Home and Living,-R679.66,1,CUST-01109,Card
TXN-003078,2024-05-20,baywest mall,eastern cape,sports,R2821,3,CUST-00043,Mobile Money
TXN-003079,04-26-2024,Gateway Mall Umhlanga,Kwazulu-Natal,Apparel,R760,4,CUST-01674,Cash
TXN-003080,23 Jul 2024,mall of the north,Limpopo,Electronics,-R1143.83,1,CUST-00939,Mobile Money
TXN-003081,10-05-2024,,GAUTENG,Apparel,R3433,1,CUST-01548,EFT
TXN-003082,30/12/2024,,limpopo,food & beverage,R83.24,3,CUST-00093,Mobile Money
TXN-003083,11-07-2024,Gateway,Kwazulu-Natal,F&B,R407.17,1,CUST-00432,EFT
TXN-003084,20/03/2024,,EC,BEAUTY,R 1 445.24,2,CUST-00038,EFT
TXN-003085,15 Apr 2024,Online Store,eastern cape,Sports,1296.02,2,CUST-01903,EFT
TXN-003086,05/10/2024,Eastgate,gauteng,Tech,R7781,1,CUST-01066,EFT
TXN-003087,18/04/2024,,W. Cape,Tech,11474.82,1,CUST-00667,Mobile Money
TXN-003088,03/12/2024,SANDTON CITY,GAUTENG,Sports,R4688,1,CUST-00961,EFT
TXN-003089,08-19-2024,Sandton City Mall,GP,Food and Beverage,R607.42,2,CUST-01555,Cash
TXN-003090,29/12/2024,,,Food & Beverage,R642.07,3,CUST-00194,Card
TXN-003091,05/12/2024,Sandton City Mall,gauteng,Food & Beverage,R604,1,CUST-00711,Card
TXN-003092,04-28-2024,Menlyn Park,GAUTENG,BEAUTY,R178.86,2,CUST-00996,EFT
TXN-003093,2024-08-04,East Gate,gauteng,Food and Beverage,R705.64,4,CUST-00723,Cash
TXN-003094,11-14-2024,baywest mall,Eastern Cape,beauty,1214.06,2,CUST-00162,Cash
TXN-003095,2024-09-16,Gateway,kwazulu natal,CLOTHING,R917.51,1,CUST-01278,Cash
TXN-003096,23/04/2024,Eastgate Mall,gauteng,sports,3609.27,1,CUST-00103,Cash
TXN-003097,27/12/2024,Eastgate,Gauteng Province,clothing,R3852,2,CUST-00173,Mobile Money
TXN-003098,2024-01-23,Sandton city,GP,Beauty & Health,284.36,4,CUST-00988,Mobile Money
TXN-003099,14/01/2024,VA Waterfront,Western Cape,Tech,R 4 692.33,5,CUST-00925,EFT
TXN-003100,10-09-2024,,W. Cape,clothing,R723.02,1,CUST-00284,Card
TXN-003101,17/07/2024,gateway umhlanga,KwaZulu-Natal,Beauty,R1537,1,CUST-00981,Mobile Money
TXN-003102,02-29-2024,Gateway Mall Umhlanga,KwaZulu-Natal,Sports,3351.18,2,CUST-01795,Cash
TXN-003103,27 Jan 2024,Gateway Umhlanga,KwaZulu Natal,clothing,R199,3,CUST-00094,Card
TXN-003104,28/05/2024,Web,Limpopo,food & beverage,R399,1,CUST-00619,EFT
TXN-003105,2024-02-13,Bay West Mall,EC,clothing,1367.81,5,CUST-00191,Mobile Money
TXN-003106,07-16-2024,,KwaZulu-Natal,Clothing,R2623.80,2,CUST-01879,EFT
TXN-003107,2024-05-25,Gateway Umhlanga,KZN,SPORTS,"R 1,983.82",1,CUST-00126,Card
TXN-003108,14/03/2024,Sandton City Mall,Gauteng,Sports & Outdoors,R165.94,1,CUST-01020,Cash
TXN-003109,02-28-2024,Canal walk,western cape,Electronics,"R 6,915.06",2,CUST-01957,EFT
TXN-003110,07-26-2024,menlyn park,Gauteng Province,home & living,R2837.36,3,CUST-00080,Card
TXN-003111,04/05/2024,Gateway Mall Umhlanga,KZN,Clothing,R2538,1,CUST-00019,EFT
TXN-003112,24/04/2024,menlyn park,GP,Cosmetics,R1788,4,CUST-00858,Card
TXN-003113,2024-09-04,V&A waterfront,WC,Apparel,R587.19,1,CUST-01481,Mobile Money
TXN-003114,2024-12-13,baywest mall,EC,Sport,-R2294.96,4,CUST-01178,Cash
TXN-003115,2024-09-23,,limpopo,CLOTHING,R-2553.52,3,CUST-00185,Card
TXN-003116,29 Apr 2024,V&A Waterfront,western cape,electronics,R9112.93,5,CUST-00564,Mobile Money
TXN-003117,22/11/2024,Eastgate Mall,GP,H&L,"R 1,009.06",2,CUST-00146,Card
TXN-003118,03 Apr 2024,Sandton City Mall,gauteng,Beauty,R292.37,1,CUST-01164,EFT
TXN-003119,19 May 2024,Canal Walk,WC,SPORTS,R3261.59,2,,Mobile Money
TXN-003120,16/10/2024,V and A Waterfront,Western Cape,Cosmetics,(R568.30),3,CUST-00163,EFT
TXN-003121,08 May 2024,ONLINE,Limpopo Province,food & beverage,-R1139.80,4,CUST-00034,Mobile Money
TXN-003122,2024-10-29,eastgate,Gauteng,Beauty & Health,R 1 348.18,1,CUST-00146,Cash
TXN-003123,11-17-2024,mall of the north,Limpopo,BEAUTY,R 2 265.07,4,CUST-00642,Mobile Money
TXN-003124,18/05/2024,Bay West Mall,eastern cape,Home,R6619.76,2,CUST-00104,Card
TXN-003125,12-22-2024,,kwazulu natal,BEAUTY,R2628,1,CUST-01280,EFT
TXN-003126,13 Jan 2024,V&A,Western Cape,clothing,R 1 740.40,4,CUST-00113,Cash
TXN-003127,2024-11-09,menlyn park,gauteng,Electronics,(R2840.11),1,CUST-00151,Cash
TXN-003128,2024-03-18,Canal Walk,W. Cape,Apparel,2785.25,3,CUST-00256,Mobile Money
TXN-003129,02-26-2024,sandton city,GP,BEAUTY,R 1 525.35,3,CUST-00578,EFT
TXN-003130,11-23-2024,VA Waterfront,Western cape,food & beverage,R320.53,4,,Card
TXN-003131,21/02/2024,,EC,F&B,R117.21,4,CUST-00087,Card
TXN-003132,2024-02-23,Eastgate Mall,GAUTENG,Clothing,1481.66,5,CUST-01571,Mobile Money
TXN-003133,29/02/2024,Eastgate,gauteng,home & living,"R 3,657.58",2,CUST-00727,Cash
TXN-003134,2024-12-13,V and A Waterfront,western cape,Cosmetics,R423.44,1,CUST-00061,Card
TXN-003135,05 Mar 2024,,Gauteng,F&B,R 711.70,1,CUST-01342,Mobile Money
TXN-003136,11 Nov 2024,,E. Cape,BEAUTY,R-250.06,3,CUST-00001,Mobile Money
TXN-003137,2024-11-24,V&A waterfront,W. Cape,Elec.,R11685.25,3,CUST-01767,Mobile Money
